p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Eskimo Dog,0.694904,Malamute,0.0506351,2015-11-19 04:39:35+00:00,282,False,1,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,Joshwa,Siberian Husky,True,658,667200525029539841,11,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,True,False,Twitter for iPhone,10,0.232006,True,None
Kuvasz,0.462556,Labrador Retriever,0.0241933,2015-11-19 05:24:37+00:00,258,False,1,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,Genevieve,Golden Retriever,True,516,667211855547486208,9,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,True,False,Twitter for iPhone,10,0.454937,True,None
Christmas Stocking,0.709545,Bath Towel,0.0285675,2015-11-19 15:49:57+00:00,173,False,1,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,None,Teddy,False,385,667369227918143488,10,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,False,False,Twitter for iPhone,10,0.1272849999999999,False,None
Collie,0.557009,Border Collie,0.0734729,2015-11-19 17:26:08+00:00,60,False,1,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,Fwed,Papillon,True,211,667393430834667520,8,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,True,False,Twitter for iPhone,10,0.271963,True,None
Golden Retriever,0.381377,Leonberg,0.0693568,2015-11-19 18:13:27+00:00,234,False,1,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,Biden,Saint Bernard,True,489,667405339315146752,7,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,True,False,Twitter for iPhone,10,0.127998,True,None
Black-And-Tan Coonhound,0.999091,Miniature Pinscher,0.00015714,2015-11-19 20:14:03+00:00,89,False,1,Ermergerd 12/10 https://t.co/PQni2sjPsm,None,Rottweiler,True,326,667435689202614272,12,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,True,False,Twitter for iPhone,10,0.000450355,True,None
Badger,0.989154,Bath Towel,0.00096634,2015-11-19 20:20:22+00:00,257,False,1,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,None,Porcupine,False,483,667437278097252352,10,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,False,False,Twitter for iPhone,10,0.00630049,False,None
Hen,0.980815,Drake,0.00525517,2015-11-19 20:44:47+00:00,620,False,1,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,None,Goose,False,833,667443425659232256,6,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,False,False,Twitter for iPhone,10,0.00691777,False,None
Staffordshire Bullterrier,0.8256700000000001,French Bulldog,0.0540183999999999,2015-11-19 21:22:56+00:00,96,False,1,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,Cupcake,Labrador Retriever,True,327,667453023279554560,11,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,True,False,Twitter Web Client,10,0.0566394,True,None
Yorkshire Terrier,0.676376,Irish Terrier,0.0405755,2015-11-19 21:32:34+00:00,66,False,1,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,Reese,Tibetan Terrier,True,203,667455448082227200,7,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,True,False,Twitter Web Client,10,0.0549334,True,None
Lakeland Terrier,0.304175,Pug,0.0733164999999999,2015-11-19 22:32:36+00:00,102,False,1,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,None,Toy Poodle,True,273,667470559035432960,11,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,True,False,Twitter Web Client,10,0.223427,True,None
Weasel,0.852088,Ice Bear,0.00572998,2015-11-19 23:53:52+00:00,242,False,1,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,None,Borzoi,False,559,667491009379606528,7,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,True,False,Twitter Web Client,10,0.132264,False,None
Ski Mask,0.143957,Christmas Stocking,0.0924817,2015-11-20 00:12:54+00:00,294,False,1,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,Philippe,Chihuahua,False,565,667495797102141441,9,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,True,False,Twitter Web Client,10,0.1186509999999999,False,None
Beagle,0.996709,Golden Retriever,0.0007116669999999,2015-11-20 00:40:05+00:00,231,False,1,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,Hall,Labrador Retriever,True,563,667502640335572993,11,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,True,False,Twitter Web Client,10,0.00168821,True,None
Golden Retriever,0.636169,Labrador Retriever,0.0825491999999999,2015-11-20 01:06:48+00:00,2272,False,1,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,None,Beagle,True,7148,667509364010450944,12,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,True,False,Twitter Web Client,10,0.119256,True,None
Cocker Spaniel,0.125176,Standard Poodle,0.0813469,2015-11-20 01:39:42+00:00,203,False,1,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,Dook,Italian Greyhound,True,389,667517642048163840,8,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,True,False,Twitter Web Client,10,0.0845715,True,None
Chesapeake Bay Retriever,0.447893,Dhole,0.0881223999999999,2015-11-20 02:08:22+00:00,1198,False,1,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,None,Hare,False,1798,667524857454854144,12,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,False,False,Twitter Web Client,10,0.0924353,True,None
Labrador Retriever,0.633037,Kuvasz,0.0461837,2015-11-20 02:32:25+00:00,264,False,1,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",Naphaniel,Golden Retriever,True,501,667530908589760512,10,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,True,False,Twitter Web Client,10,0.146391,True,None
Cocker Spaniel,0.435254,Cardigan,0.0331583,2015-11-20 02:47:56+00:00,576,False,1,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",Frank,Pembroke,True,866,667534815156183040,8,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,True,False,Twitter Web Client,10,0.307407,True,None
Australian Terrier,0.618957,Silky Terrier,0.053412,2015-11-20 03:04:08+00:00,72,False,1,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",None,Yorkshire Terrier,True,220,667538891197542400,9,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,True,False,Twitter Web Client,10,0.300313,True,None
Chihuahua,0.412893,Pembroke,0.0719604,2015-11-20 03:25:43+00:00,568,False,1,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",Kial,Pomeranian,True,917,667544320556335104,10,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,True,False,Twitter Web Client,10,0.312958,True,None
Teddy,0.787424,Miniature Poodle,0.00404722,2015-11-20 03:35:20+00:00,138,False,1,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,George,Toy Poodle,True,355,667546741521195010,9,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,True,False,Twitter Web Client,10,0.202225,False,None
Lampshade,0.984377,Spotlight,0.00190123,2015-11-20 03:44:31+00:00,2454,False,1,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,None,Electric Fan,False,6138,667549055577362432,1,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,False,False,Twitter Web Client,10,0.00773671,False,None
Ram,0.6190979999999999,Bighorn,0.0746732,2015-11-20 15:20:54+00:00,341,False,1,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,None,Ibex,False,517,667724302356258817,7,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,False,False,Twitter Web Client,10,0.125119,False,None
Labrador Retriever,0.360159,Golden Retriever,0.270673,2015-11-20 15:36:22+00:00,162,False,1,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,Olive,Kuvasz,True,398,667728196545200128,11,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,True,False,Twitter Web Client,10,0.293744,True,None
Jeep,0.8834930000000001,Tow Truck,0.0127726,2015-11-20 18:09:16+00:00,243,False,1,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,Calvin,Fire Engine,False,476,667766675769573376,9,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,False,False,Twitter Web Client,10,0.0747338999999999,False,None
Ice Bear,0.360465,Pug,0.0690382,2015-11-20 18:35:10+00:00,61,False,1,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,None,West Highland White Terrier,True,243,667773195014021121,8,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,True,False,Twitter Web Client,10,0.0934941,False,None
African Grey,0.466149,Hummingbird,0.0542474,2015-11-20 19:12:01+00:00,261,False,1,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,None,Lorikeet,False,434,667782464991965184,9,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,False,False,Twitter for iPhone,10,0.083011,False,None
Great Dane,0.5350729999999999,English Setter,0.00816361,2015-11-20 19:55:30+00:00,358,False,1,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,None,Dalmatian,True,736,667793409583771648,8,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,True,False,Twitter for iPhone,10,0.451219,True,None
Curly-Coated Retriever,0.508392,Chesapeake Bay Retriever,0.0489198,2015-11-20 20:25:43+00:00,101,False,1,OMIGOD 12/10 https://t.co/SVMF4Frf1w,None,Flat-Coated Retriever,True,346,667801013445750784,12,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,True,False,Twitter for iPhone,10,0.262239,True,None
Brabancon Griffon,0.253089,Chihuahua,0.112799,2015-11-20 20:47:20+00:00,535,False,1,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,Filup,Toyshop,True,1111,667806454573760512,10,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,False,False,Twitter for iPhone,10,0.187155,True,None
Chihuahua,0.2142,Bath Towel,0.104152,2015-11-20 22:30:44+00:00,68,False,1,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",None,Miniature Pinscher,False,303,667832474953625600,12,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,True,False,Twitter for iPhone,10,0.146789,True,None
Eskimo Dog,0.967275,Siberian Husky,0.0112774,2015-11-21 00:25:26+00:00,86,False,1,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,None,Malamute,True,253,667861340749471744,9,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,True,False,Twitter for iPhone,10,0.0161675,True,None
Doormat,1.0,Prayer Rug,1.7401699999999998e-10,2015-11-21 00:46:50+00:00,1110,False,1,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,Shaggy,Jigsaw Puzzle,False,3172,667866724293877760,10,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,False,False,Twitter for iPhone,10,1.0113000000000001e-08,False,None
African Chameleon,0.999647,Frilled Lizard,0.000128357,2015-11-21 01:15:07+00:00,440,False,1,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,None,Common Iguana,False,667,667873844930215936,10,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,False,False,Twitter for iPhone,10,0.00018115,False,None
Schipperke,0.200373,Miniature Pinscher,0.1047329999999999,2015-11-21 01:34:35+00:00,127,False,1,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,Tedrick,Seat Belt,True,409,667878741721415682,2,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,False,False,Twitter for iPhone,10,0.106003,True,None
Muzzle,0.0885297,Golden Retriever,0.0750077,2015-11-21 01:59:37+00:00,530,False,1,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,Stu,Malamute,True,868,667885044254572545,10,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,True,False,Twitter for iPhone,10,0.0874986,False,None
Chihuahua,0.8004319999999999,Pekinese,0.00894952,2015-11-21 02:07:05+00:00,1180,False,1,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,Erik,Pomeranian,True,2011,667886921285246976,11,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,True,False,Twitter for iPhone,10,0.168445,True,None
Eskimo Dog,0.298881,Malamute,0.198428,2015-11-21 03:08:47+00:00,396,False,1,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,Cleopatricia,Norwegian Elkhound,True,905,667902449697558528,9,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,True,False,Twitter for iPhone,10,0.279479,True,None
Triceratops,0.257695,Ox,0.0853169,2015-11-21 03:44:27+00:00,329,False,1,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,None,Frilled Lizard,False,523,667911425562669056,5,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,False,False,Twitter for iPhone,10,0.2351599999999999,False,None
Terrapin,0.452517,Boxer,0.160983,2015-11-21 04:00:28+00:00,59,False,1,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,Otis,Leatherback Turtle,True,222,667915453470232577,10,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,False,False,Twitter for iPhone,10,0.196655,False,None
Newfoundland,0.209051,Hog,0.165914,2015-11-21 04:37:59+00:00,119,False,1,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,Jiminy,Labrador Retriever,False,318,667924896115245057,9,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,True,False,Twitter for iPhone,10,0.20398,True,None
Band Aid,0.172078,Guinea Pig,0.0599952,2015-11-21 05:26:27+00:00,866,False,1,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,None,Hamster,False,1356,667937095915278337,3,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,False,False,Twitter for iPhone,10,0.0949242,False,None
Collie,0.548896,Cardigan,0.0598140999999999,2015-11-21 17:05:31+00:00,265,False,1,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,Alfie,Pembroke,True,709,668113020489474048,6,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,True,False,Twitter for iPhone,10,0.191101,True,None
Wood Rabbit,0.918834,Hen,0.0110149,2015-11-21 19:02:04+00:00,306,False,1,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,None,Angora,False,592,668142349051129856,2,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,False,False,Twitter for iPhone,10,0.0377934,False,None
White Wolf,0.473584,Wallaby,0.0809478,2015-11-21 19:50:53+00:00,336,False,1,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,None,Arctic Fox,False,522,668154635664932864,9,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,False,False,Twitter for iPhone,10,0.261411,False,None
Giant Panda,0.664834,Cowboy Boot,0.0598375,2015-11-21 20:59:20+00:00,208,False,1,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,None,Chihuahua,False,525,668171859951755264,7,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,True,False,Twitter for iPhone,10,0.0603429999999999,False,None
Welsh Springer Spaniel,0.958402,Cocker Spaniel,0.00778991,2015-11-21 22:14:07+00:00,210,False,1,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,Skittles,Blenheim Spaniel,True,696,668190681446379520,12,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,True,False,Twitter for iPhone,10,0.0267642999999999,True,None
Chesapeake Bay Retriever,0.65518,Golden Retriever,0.0658347,2015-11-21 23:10:52+00:00,206,False,1,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,Ron,Labrador Retriever,True,586,668204964695683073,8,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,True,False,Twitter for iPhone,10,0.107884,True,None
Labrador Retriever,0.395101,Golden Retriever,0.148785,2015-11-22 00:15:33+00:00,215,False,1,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,None,Chow,True,537,668221241640230912,10,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,True,False,Twitter for iPhone,10,0.372115,True,None
French Horn,0.390339,Cornet,0.255182,2015-11-22 00:34:50+00:00,115,False,1,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,None,Trombone,False,323,668226093875376128,10,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,False,False,Twitter for iPhone,10,0.3141489999999999,False,None
Pekinese,0.8093199999999999,Minivan,0.0378695999999999,2015-11-22 01:20:44+00:00,3100,False,1,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,Torque,Chow,False,6614,668237644992782336,10,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,True,False,Twitter for iPhone,10,0.0713106999999999,True,None
Toy Terrier,0.7345470000000001,Miniature Pinscher,0.0463671,2015-11-22 02:03:45+00:00,523,False,1,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,Bisquick,Chihuahua,True,1056,668248472370458624,8,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,True,False,Twitter for iPhone,10,0.0682943999999999,True,None
